"champName","laneRate","winRate","pickRate","banRate","gamesPlayed"
"Galio",27.82,48.1,0.85,0.49,166632
"Neeko",24.51,48.98,0.95,0.76,185305
"Fiddlesticks",59.02,48.78,1.81,0.81,353570
"Cho'Gath",5.53,46.04,0.2,1,38612
"Ornn",4.04,44.46,0.27,6.3,51966
"Malzahar",2.46,46.12,0.1,5.25,19305
"Orianna",2.31,45.18,0.09,0.47,16627
"Aurelion Sol",2.82,40.33,0.02,0.15,3523
"Braum",99.17,48.33,4.06,1.02,791699
"Malphite",23.29,49.21,2.56,3.31,499001
"Ivern",8.37,44.28,0.05,0.16,9103
"Anivia",10.7,45.68,0.24,0.51,45965
"Veigar",16.99,48.5,1.49,3.58,290348
"Singed",2.71,40.38,0.06,0.37,11690
"Teemo",6.36,47.78,0.55,10.42,106576
"Lissandra",3.22,45.15,0.06,0.36,11857
"Kayle",2.51,43.38,0.08,0.59,16481
"Trundle",2.09,45.43,0.1,0.91,19979
"Annie",13.54,46.7,0.37,0.69,71799
"Nunu",2.72,30.17,0.08,0.45,16187
"Ashe",3.11,43.94,0.39,1.78,75759
