"champName","laneRate","winRate","pickRate","banRate","gamesPlayed"
"Twisted Fate",2.17,45.43,0.09,0.33,16899
"Kennen",75.47,48.2,1.31,0.39,255933
"Lissandra",7.75,48.53,0.15,0.36,28496
"Galio",6.36,46.09,0.2,0.49,38089
"Kalista",16.28,44.89,0.73,1.31,142728
"Akali",30.35,44.62,1.51,4.71,295480
"Corki",4.07,46.35,0.03,0.23,5834
"Tristana",2.11,45.77,0.17,1.47,34033
"Ryze",32.65,45.31,1.58,0.91,308152
"Xin Zhao",4.71,44.09,0.16,0.43,31792
"Udyr",6.42,43.85,0.13,0.5,25031
